Comment,Designator,Footprint,LCSC Part #
1M,12,R0805,C17514
100nF,C10,C0603,C14663
1k,2 5 13,R0805,C17513
2n2,C9,C0805,C28260
3k,11,R0805,C17661
3n3,C7,C0805,C53175
4k7,15,R0805,C17673
10k,10,R0805,C17414
10n,C6,C0805,C1710
15k,16,R0805,C17475
20k,6 14,R0805,C4328
22n,C5,C0805,C1729
33k,9,R0805,C17633
68k,8,R0805,C17801
100k,4 7,R0805,C17407
100n,C4,C0805,C49678
220k,1,R0805,C17556
220n,C8,C0805,C5378
300k,17,R0805,C17616
470n,C1 C2 C3,C0805,C13967
TL074,IC1,SO14,C6963
